Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO215,1/6/2020,January,In-Store,USD,Anthony Berry,West,Milwaukee,Wisconsin,Vanities,Collections,10,603.83,431.31
SO216,2/20/2020,February,Distributor,USD,Jonathan Hawkins,West,Jurupa Valley,California,Cocktail Glasses,Drinkware,1,309.25,220.89
SO217,3/5/2020,March,In-Store,USD,Joshua Bennett,Northeast,Phoenix,Arizona,Dining Furniture,Furniture,3,498.22,355.87
SO218,1/24/2020,January,Distributor,USD,Stephen Payne,South,Bloomingdale (Township),Illinois,Vases,Decoratives,8,481.33,343.81
SO219,1/23/2020,January,Online,USD,Douglas Tucker,Midwest,Los Angeles,California,Wall Coverings,Decoratives,1,478.90,342.07
SO220,1/2/2020,January,Wholesale,USD,Frank Brown,Northeast,Columbia,South Carolina,Candles,Lighting,9,363.72,259.80
SO221,3/31/2020,March,Online,USD,Todd Roberts,West,Renton,Washington,Table Lamps,Lighting,6,419.08,299.34
SO222,2/12/2020,February,In-Store,USD,Jonathan Hawkins,West,Oklahoma City,Oklahoma,Clocks,Accessories,6,591.18,422.27
SO223,1/11/2020,January,Distributor,USD,Shawn Wallace,South,Lincoln,Nebraska,Cocktail Glasses,Drinkware,4,156.32,111.65
SO224,4/3/2020,April,Distributor,USD,Jerry Green,West,Enterprise,Nevada,Home Fragrances,Decoratives,4,433.80,309.86
SO225,5/21/2020,May,Distributor,USD,Nicholas Cunningham,South,Lehigh Acres,Florida,Dining Furniture,Furniture,9,522.10,372.93
SO226,1/9/2020,January,Wholesale,USD,Joshua Bennett,Northeast,Antioch,California,Stemware,Drinkware,9,469.64,335.45
SO227,4/10/2020,April,In-Store,USD,Joshua Kenedy,West,Corona,California,Mirrors,Accessories,1,584.67,417.62
SO228,2/24/2020,February,Wholesale,USD,Joshua Little,South,Chandler,Arizona,Baseball,Sports,10,585.81,418.43
SO229,2/28/2020,February,In-Store,USD,George Lewis,West,Knoxville,Tennessee,Festive,Decoratives,5,389.11,277.94
SO230,5/19/2020,May,Wholesale,USD,Donald Reynolds,South,Tallahassee,Florida,Bar Tools,Drinkware,4,525.75,375.54
SO231,4/8/2020,April,In-Store,USD,Shawn Cook,Midwest,Tacoma,Washington,Table Lamps,Lighting,7,568.13,405.80
SO232,5/17/2020,May,In-Store,USD,Donald Reynolds,South,Charleston,South Carolina,Home Fragrances,Decoratives,9,305.32,218.09
SO233,3/18/2020,March,Wholesale,USD,Samuel Fowler,Midwest,Little Rock,Arkansas,Pendants,Collections,10,342.21,244.43
SO234,3/20/2020,March,Online,USD,Shawn Cook,Midwest,Miramar,Florida,Phones,Electronics,8,450.83,322.02
SO235,1/25/2020,January,Online,USD,Jonathan Hawkins,West,Reno,Nevada,Rugs,Decoratives,5,563.06,402.19
SO236,4/8/2020,April,In-Store,USD,Patrick Graham,South,Anaheim,California,Sculptures,Decoratives,8,634.24,453.03
SO237,4/11/2020,April,In-Store,USD,Stephen Payne,South,Kansas City,Kansas,Candleholders,Decoratives,5,543.48,388.20
SO238,1/14/2020,January,In-Store,USD,Joshua Little,South,Des Moines,Iowa,Basketball,Sports,6,416.14,297.24
SO239,3/30/2020,March,In-Store,USD,Stephen Payne,South,Hampton,Virginia,Bathroom Furniture,Furniture,8,587.99,419.99
SO240,2/7/2020,February,Distributor,USD,Roy Rice,Midwest,San Diego,California,Candleholders,Decoratives,9,421.14,300.81
SO241,3/14/2020,March,Distributor,USD,Joshua Ryan,Midwest,Perry,Indiana,Vanities,Collections,5,220.05,157.18
SO242,1/10/2020,January,Distributor,USD,Jerry Green,West,Lyons (Township),Illinois,Bean Bags,Furniture,2,391.88,279.91
SO243,4/8/2020,April,In-Store,USD,Joshua Kenedy,West,Oakland,California,TV and video,Electronics,6,262.65,187.60
SO244,2/24/2020,February,Online,USD,Paul Holmes,Midwest,Tacoma,Washington,Wardrobes,Furniture,10,211.80,151.29
SO245,3/22/2020,March,Distributor,USD,Joshua Kenedy,West,Washington,District of Columbia,Bathroom Furniture,Furniture,1,521.35,372.39
SO246,1/2/2020,January,Wholesale,USD,Shawn Cook,Midwest,New York City,New York,Clocks,Accessories,6,593.34,423.81
SO247,4/18/2020,April,Online,USD,Jonathan Hawkins,West,Perry,Indiana,Outdoor Furniture,Furniture,9,475.45,339.61
SO248,4/10/2020,April,Wholesale,USD,Shawn Wallace,South,Naperville (Township),Illinois,Candles,Lighting,5,253.10,180.79
SO249,2/20/2020,February,Distributor,USD,Carl Nguyen,Midwest,Elgin (Township),Illinois,Clocks,Accessories,9,487.60,348.29
SO250,4/23/2020,April,In-Store,USD,Chris Armstrong,Northeast,Phoenix,Arizona,Blankets,Beddings,5,549.40,392.43
SO251,3/2/2020,March,Distributor,USD,Shawn Cook,Midwest,Chattanooga,Tennessee,Platters,Kitchenery,8,166.07,118.62
SO252,1/23/2020,January,Distributor,USD,Anthony Berry,West,Oceanside,California,Platters,Kitchenery,6,626.04,447.17
SO253,3/13/2020,March,In-Store,USD,Jerry Green,West,Dayton,Ohio,Bar Tools,Drinkware,10,157.61,112.58
SO254,4/22/2020,April,Online,USD,Joe Price,Northeast,Chandler,Arizona,Candles,Lighting,8,300.21,214.44
SO255,2/28/2020,February,Online,USD,Shawn Cook,Midwest,Lancaster,California,Blankets,Beddings,7,247.39,176.71
SO256,4/2/2020,April,Online,USD,Roger Alexander,Midwest,North Las Vegas,Nevada,Wall Frames,Decoratives,6,502.08,358.63
SO257,1/26/2020,January,Wholesale,USD,Nicholas Cunningham,South,Gilbert,Arizona,Wall Frames,Decoratives,6,294.77,210.55
SO258,4/21/2020,April,Wholesale,USD,Joe Price,Northeast,Laredo,Texas,Vases,Decoratives,10,217.15,155.11
SO259,3/12/2020,March,Distributor,USD,Donald Reynolds,South,Killeen,Texas,Rugs,Decoratives,5,638.58,456.13
SO260,3/2/2020,March,Online,USD,Carl Nguyen,Midwest,Wayne,Indiana,Bedroom Furniture,Furniture,1,530.74,379.10
SO261,5/11/2020,May,Distributor,USD,Chris Armstrong,Northeast,Aurora (Township),Illinois,Candleholders,Decoratives,8,234.33,167.38
SO262,4/9/2020,April,Online,USD,Roy Rice,Midwest,Thornton,Colorado,Serveware,Kitchenery,6,447.03,319.30
SO263,5/24/2020,May,Online,USD,Joshua Bennett,Northeast,Westminster,Colorado,Stemware,Drinkware,6,429.52,306.80
SO264,3/16/2020,March,Online,USD,Joe Price,Northeast,Waco,Texas,Basketball,Sports,7,342.44,244.60
SO265,2/8/2020,February,Wholesale,USD,Adam Hernandez,Northeast,Omaha,Nebraska,Wreaths,Decoratives,2,364.92,260.65
SO266,4/23/2020,April,In-Store,USD,Shawn Cook,Midwest,Tampa,Florida,Home Fragrances,Decoratives,8,481.53,343.95
SO267,1/24/2020,January,Distributor,USD,Joshua Ryan,Midwest,Norman,Oklahoma,Blankets,Beddings,3,174.47,124.62
SO268,4/15/2020,April,Online,USD,Joshua Ryan,Midwest,Coral Springs,Florida,Candleholders,Decoratives,4,184.50,131.79
SO269,3/10/2020,March,In-Store,USD,Stephen Payne,South,Long Beach,California,Bakeware,Kitchenery,5,226.29,161.64
SO270,5/25/2020,May,In-Store,USD,Roy Rice,Midwest,Lakeland,Florida,Wall Frames,Decoratives,7,354.94,253.53
SO271,2/14/2020,February,In-Store,USD,Joshua Bennett,Northeast,Kent,Washington,Clocks,Accessories,8,302.88,216.34
SO272,1/30/2020,January,Online,USD,Jerry Green,West,Henderson,Nevada,Accessories,Accessories,1,177.57,126.84
SO273,3/13/2020,March,Wholesale,USD,Samuel Fowler,Midwest,Pembroke Pines,Florida,TV and video,Electronics,8,239.37,170.98
SO274,3/31/2020,March,Distributor,USD,Carl Nguyen,Midwest,Richardson,Texas,Clocks,Accessories,8,464.07,331.48
SO275,3/20/2020,March,Online,USD,Jonathan Hawkins,West,North Las Vegas,Nevada,Dinnerware,Kitchenery,4,156.63,111.88
SO276,2/17/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Joliet,Illinois,Mirrors,Accessories,1,198.14,141.53
SO277,5/18/2020,May,In-Store,USD,Carl Nguyen,Midwest,Reno,Nevada,Pendants,Collections,1,555.48,396.77
SO278,1/30/2020,January,Online,USD,Joshua Kenedy,West,Pompano Beach,Florida,Bakeware,Kitchenery,8,511.49,365.35
SO279,2/15/2020,February,Online,USD,Joshua Bennett,Northeast,West Covina,California,Phones,Electronics,4,158.33,113.09
SO280,3/20/2020,March,Online,USD,Keith Griffin,Northeast,Atlanta,Georgia,Table Lamps,Lighting,7,387.40,276.71
SO281,5/14/2020,May,Distributor,USD,Shawn Wallace,South,Hartford (Town),Connecticut,Computers,Electronics,7,531.90,379.93
SO282,4/11/2020,April,In-Store,USD,Joshua Bennett,Northeast,Topeka,Kansas,Floral,Decoratives,7,577.96,412.83
SO283,5/20/2020,May,Distributor,USD,Roger Alexander,Midwest,El Monte,California,Cocktail Glasses,Drinkware,5,598.03,427.16
SO284,4/21/2020,April,Wholesale,USD,Keith Griffin,Northeast,Green Bay,Wisconsin,Candles,Lighting,8,282.28,201.63
SO285,2/11/2020,February,Distributor,USD,Roger Alexander,Midwest,Bridgeport,Connecticut,Vanities,Collections,8,336.59,240.42
SO286,4/19/2020,April,Wholesale,USD,Jerry Green,West,Lakeland,Florida,Bedroom Furniture,Furniture,5,316.13,225.80
SO287,2/29/2020,February,Distributor,USD,Shawn Wallace,South,Columbia,Missouri,Vanities,Collections,2,545.06,389.33
SO288,4/26/2020,April,Online,USD,Joshua Kenedy,West,The Woodlands,Texas,Floor Lamps,Lighting,10,576.83,412.02
SO289,1/23/2020,January,Distributor,USD,Douglas Tucker,Midwest,Colorado Springs,Colorado,Table Linens,Decoratives,7,173.24,123.74
SO290,3/7/2020,March,In-Store,USD,Shawn Cook,Midwest,Clearwater,Florida,Vanities,Collections,3,273.51,195.36
SO291,3/10/2020,March,Wholesale,USD,Keith Griffin,Northeast,San Mateo,California,Candles,Lighting,8,392.20,280.15
SO292,1/23/2020,January,Distributor,USD,Stephen Payne,South,Allentown,Pennsylvania,Table Lamps,Lighting,10,499.78,356.98
SO293,3/13/2020,March,Online,USD,Donald Reynolds,South,Alexandria,Virginia,Dining Furniture,Furniture,9,633.51,452.50
SO294,2/4/2020,February,In-Store,USD,Patrick Graham,South,Ann Arbor,Michigan,Floral,Decoratives,8,334.67,239.05
SO295,5/29/2020,May,In-Store,USD,Keith Griffin,Northeast,Springfield,Missouri,Wardrobes,Furniture,8,517.08,369.35
SO296,1/21/2020,January,Online,USD,Shawn Cook,Midwest,Riverside,California,Wine Storage,Drinkware,7,327.32,233.80
SO297,1/14/2020,January,Wholesale,USD,Joshua Kenedy,West,Santa Ana,California,Floor Lamps,Lighting,1,168.56,120.40
SO298,5/22/2020,May,In-Store,USD,Donald Reynolds,South,The Woodlands,Texas,Pendants,Collections,8,292.68,209.05
SO299,3/15/2020,March,Distributor,USD,George Lewis,West,Warren,Indiana,Bean Bags,Furniture,1,569.78,406.99
SO300,5/24/2020,May,Wholesale,USD,Donald Reynolds,South,El Paso,Texas,Candleholders,Decoratives,4,514.27,367.34
SO301,5/9/2020,May,Wholesale,USD,Shawn Wallace,South,Orange,California,Blankets,Beddings,8,200.82,143.45
SO302,2/6/2020,February,Online,USD,Chris Armstrong,Northeast,Vista,California,Bean Bags,Furniture,4,545.83,389.88
SO303,1/3/2020,January,Wholesale,USD,Joshua Little,South,Jacksonville,Florida,Pillows,Beddings,4,388.76,277.69
SO304,2/19/2020,February,Wholesale,USD,Adam Hernandez,Northeast,Downers Grove (Township),Illinois,Serveware,Kitchenery,5,449.32,320.94
SO305,1/26/2020,January,Distributor,USD,Jonathan Hawkins,West,Brookhaven,New York,Wreaths,Decoratives,4,341.00,243.57
SO306,2/13/2020,February,Wholesale,USD,Joshua Kenedy,West,Irvine,California,Computers,Electronics,6,414.57,296.12
SO307,1/25/2020,January,Wholesale,USD,Joshua Little,South,Washington,District of Columbia,Accessories,Accessories,6,540.97,386.41
SO308,2/5/2020,February,Online,USD,Joshua Little,South,Round Rock,Texas,Rugs,Decoratives,3,341.66,244.04
SO309,4/4/2020,April,In-Store,USD,Jonathan Hawkins,West,Vallejo,California,Cocktail Glasses,Drinkware,1,243.34,173.81
SO310,4/1/2020,April,Wholesale,USD,Samuel Fowler,Midwest,Eugene,Oregon,Bean Bags,Furniture,4,591.72,422.66
SO311,3/9/2020,March,Wholesale,USD,Joshua Kenedy,West,Beaumont,Texas,Festive,Decoratives,1,482.26,344.47
SO312,5/25/2020,May,Distributor,USD,Paul Holmes,Midwest,Salt Lake City,Utah,Table Linens,Decoratives,5,226.79,161.99
SO313,5/28/2020,May,Online,USD,Douglas Tucker,Midwest,Indianapolis,Indiana,Bakeware,Kitchenery,6,584.15,417.25
SO314,1/31/2020,January,In-Store,USD,Shawn Wallace,South,Santa Rosa,California,Pendants,Collections,7,206.92,147.80
SO315,5/12/2020,May,In-Store,USD,Patrick Graham,South,Fairfield,California,Pillows,Beddings,1,350.03,250.02
SO316,2/15/2020,February,In-Store,USD,Paul Holmes,Midwest,Houston,Texas,Vanities,Collections,1,600.61,429.01
SO317,2/27/2020,February,Distributor,USD,Joshua Bennett,Northeast,Round Rock,Texas,Vanities,Collections,6,157.56,112.54
SO318,5/31/2020,May,Online,USD,Patrick Graham,South,Warren,Indiana,Cookware,Kitchenery,8,529.34,378.10
SO319,4/23/2020,April,In-Store,USD,Roger Alexander,Midwest,Syracuse,New York,Bar Tools,Drinkware,8,376.09,268.64
SO320,1/19/2020,January,Online,USD,Shawn Wallace,South,Elgin,Illinois,Home Fragrances,Decoratives,8,172.73,123.38
SO321,4/27/2020,April,Distributor,USD,Keith Griffin,Northeast,Arlington,Virginia,Floor Lamps,Lighting,1,611.54,436.81
SO322,3/8/2020,March,Wholesale,USD,Joshua Kenedy,West,Kansas City,Missouri,Clocks,Accessories,10,278.61,199.01
SO323,4/29/2020,April,Online,USD,Chris Armstrong,Northeast,Pasadena,California,Wreaths,Decoratives,10,424.83,303.45
SO324,1/21/2020,January,In-Store,USD,Stephen Payne,South,Tallahassee,Florida,Bedroom Furniture,Furniture,3,258.06,184.33
SO325,4/6/2020,April,Wholesale,USD,Joshua Ryan,Midwest,Arlington,Texas,Computers,Electronics,1,287.18,205.13
SO326,3/4/2020,March,Online,USD,Roy Rice,Midwest,Costa Mesa,California,Ornaments,Decoratives,7,580.07,414.34
SO327,3/2/2020,March,Online,USD,Carl Nguyen,Midwest,Fargo,North Dakota,Computers,Electronics,1,157.58,112.56
SO328,5/11/2020,May,Wholesale,USD,George Lewis,West,Boston,Massachusetts,Ornaments,Decoratives,9,275.64,196.88
SO329,5/20/2020,May,In-Store,USD,Roy Rice,Midwest,Boston,Massachusetts,Outdoor Furniture,Furniture,6,207.17,147.98
SO330,2/26/2020,February,Online,USD,Nicholas Cunningham,South,Stamford,Connecticut,Collectibles,Collections,2,526.18,375.84
SO331,2/20/2020,February,In-Store,USD,Joshua Little,South,Downey,California,Photo Frames,Decoratives,10,324.30,231.64
SO332,5/25/2020,May,Wholesale,USD,Joshua Little,South,Temecula,California,Accessories,Accessories,2,386.70,276.22
SO333,2/11/2020,February,Distributor,USD,Jerry Green,West,Montgomery,Alabama,Festive,Decoratives,7,169.61,121.15
SO334,4/17/2020,April,Online,USD,Samuel Fowler,Midwest,McAllen,Texas,Outdoor Furniture,Furniture,4,378.21,270.15
SO335,3/4/2020,March,Online,USD,Todd Roberts,West,Las Cruces,New Mexico,Ornaments,Decoratives,3,172.40,123.14
SO336,4/11/2020,April,Wholesale,USD,Shawn Wallace,South,Maine,Illinois,Accessories,Accessories,4,250.03,178.59
SO337,3/10/2020,March,Distributor,USD,Patrick Graham,South,Schaumburg (Township),Illinois,Floral,Decoratives,3,477.98,341.42
SO338,3/6/2020,March,Wholesale,USD,George Lewis,West,Gainesville,Florida,Mirrors,Accessories,10,384.26,274.47
SO339,4/18/2020,April,Distributor,USD,Keith Griffin,Northeast,Oxnard,California,Bedroom Furniture,Furniture,4,491.95,351.39
SO340,4/10/2020,April,Online,USD,Douglas Tucker,Midwest,Richmond,Virginia,Audio,Electronics,10,407.50,291.07
SO341,1/12/2020,January,Wholesale,USD,Patrick Graham,South,Hialeah,Florida,Baseball,Sports,5,289.46,206.76
SO342,1/4/2020,January,Online,USD,Jerry Green,West,Tulsa,Oklahoma,Stemware,Drinkware,1,223.41,159.58
SO343,5/3/2020,May,Online,USD,Shawn Wallace,South,Renton,Washington,Festive,Decoratives,7,273.02,195.02
SO344,5/30/2020,May,In-Store,USD,Chris Armstrong,Northeast,Pomona,California,Phones,Electronics,10,287.94,205.67
SO345,3/21/2020,March,Online,USD,Patrick Graham,South,Spokane,Washington,Serveware,Kitchenery,6,597.38,426.70
SO346,4/3/2020,April,In-Store,USD,Samuel Fowler,Midwest,Lehigh Acres,Florida,Cookware,Kitchenery,6,579.18,413.70
SO347,3/1/2020,March,Distributor,USD,Anthony Berry,West,Tacoma,Washington,Dining Furniture,Furniture,10,502.37,358.84
SO348,2/26/2020,February,Wholesale,USD,Paul Holmes,Midwest,Lakeland,Florida,Rugs,Decoratives,1,344.19,245.85
SO349,2/2/2020,February,Online,USD,Paul Holmes,Midwest,Fremont,California,Collectibles,Collections,8,325.04,232.17
SO350,2/23/2020,February,Distributor,USD,Chris Armstrong,Northeast,Miami Gardens,Florida,Dining Furniture,Furniture,2,329.25,235.18
SO351,1/18/2020,January,Online,USD,Shawn Wallace,South,Santa Maria,California,Festive,Decoratives,10,570.28,407.34
SO352,4/18/2020,April,Wholesale,USD,Joshua Ryan,Midwest,Torrance,California,Festive,Decoratives,9,307.42,219.59
SO353,5/24/2020,May,Distributor,USD,Shawn Cook,Midwest,Chandler,Arizona,Vases,Decoratives,7,560.71,400.51
SO354,1/6/2020,January,Online,USD,Frank Brown,Northeast,Berkeley,California,Photo Frames,Decoratives,4,373.38,266.70
SO355,4/1/2020,April,In-Store,USD,Joshua Ryan,Midwest,Tyler,Texas,Photo Frames,Decoratives,4,313.73,224.10
SO356,5/14/2020,May,Online,USD,Donald Reynolds,South,Broken Arrow,Oklahoma,Dining Furniture,Furniture,5,572.75,409.11
SO357,4/22/2020,April,Online,USD,Todd Roberts,West,Center,Indiana,Vases,Decoratives,9,400.87,286.34
SO358,1/3/2020,January,Distributor,USD,Paul Holmes,Midwest,Wayne,Indiana,Mirrors,Accessories,2,572.66,409.04
SO359,5/12/2020,May,Online,USD,Keith Griffin,Northeast,Anaheim,California,Sculptures,Decoratives,10,180.80,129.15
SO360,4/17/2020,April,Wholesale,USD,Donald Reynolds,South,Lancaster,California,Outdoor Decor,Decoratives,3,203.04,145.03
SO361,4/11/2020,April,In-Store,USD,Jonathan Hawkins,West,Raleigh,North Carolina,Festive,Decoratives,6,433.78,309.84
SO362,2/22/2020,February,Distributor,USD,Samuel Fowler,Midwest,Akron,Ohio,Audio,Electronics,3,320.93,229.24
SO363,5/6/2020,May,Wholesale,USD,Joe Price,Northeast,St. Paul,Minnesota,Wardrobes,Furniture,1,518.28,370.20
SO364,2/5/2020,February,In-Store,USD,Jerry Green,West,Plano,Texas,Vases,Decoratives,5,568.96,406.40
SO365,1/19/2020,January,Wholesale,USD,Douglas Tucker,Midwest,Garden Grove,California,Table Linens,Decoratives,7,336.17,240.12
SO366,1/23/2020,January,In-Store,USD,Nicholas Cunningham,South,El Monte,California,Candles,Lighting,4,243.50,173.93
SO367,1/24/2020,January,Wholesale,USD,Adam Hernandez,Northeast,Paterson,New Jersey,Stemware,Drinkware,2,483.58,345.41
SO368,2/10/2020,February,Distributor,USD,Chris Armstrong,Northeast,Oklahoma City,Oklahoma,Bedroom Furniture,Furniture,5,597.37,426.69
SO369,2/8/2020,February,Distributor,USD,Carl Nguyen,Midwest,Cambridge,Massachusetts,Photo Frames,Decoratives,3,603.34,430.96
SO370,2/14/2020,February,Wholesale,USD,Joshua Ryan,Midwest,Clarksville,Tennessee,TV and video,Electronics,3,514.07,367.19
SO371,2/22/2020,February,Distributor,USD,Joshua Little,South,Columbus,Georgia,Sculptures,Decoratives,9,588.85,420.61
SO372,1/19/2020,January,In-Store,USD,Joshua Little,South,Glendale,California,Bakeware,Kitchenery,10,160.83,114.88
SO373,4/14/2020,April,Wholesale,USD,Roger Alexander,Midwest,Sandy Springs,Georgia,Bathroom Furniture,Furniture,6,396.37,283.12
SO374,2/6/2020,February,In-Store,USD,Todd Roberts,West,Moreno Valley,California,Floral,Decoratives,7,298.99,213.56
SO375,1/8/2020,January,Online,USD,Anthony Berry,West,Stamford (Town),Connecticut,Dining Furniture,Furniture,7,360.40,257.43
SO376,4/8/2020,April,Wholesale,USD,Roy Rice,Midwest,Downey,California,Vases,Decoratives,3,586.51,418.93
SO377,3/8/2020,March,In-Store,USD,Samuel Fowler,Midwest,High Point,North Carolina,Wine Storage,Drinkware,7,524.62,374.73
SO378,2/1/2020,February,Online,USD,Roy Rice,Midwest,Santa Ana,California,Pillows,Beddings,9,332.66,237.61
SO379,4/10/2020,April,Online,USD,Frank Brown,Northeast,Wichita Falls,Texas,Bakeware,Kitchenery,3,632.33,451.66
SO380,3/14/2020,March,Distributor,USD,Anthony Berry,West,McKinney,Texas,Bar Tools,Drinkware,2,280.17,200.12
SO381,1/27/2020,January,Online,USD,Douglas Tucker,Midwest,Simi Valley,California,Cocktail Glasses,Drinkware,7,541.57,386.84
SO382,3/28/2020,March,Distributor,USD,Todd Roberts,West,Minneapolis,Minnesota,Baseball,Sports,6,608.26,434.47
SO383,1/21/2020,January,In-Store,USD,Roger Alexander,Midwest,Winston-Salem,North Carolina,Candles,Lighting,4,454.40,324.57
SO384,3/27/2020,March,In-Store,USD,Joe Price,Northeast,Orlando,Florida,Outdoor Decor,Decoratives,4,495.57,353.98
SO385,3/31/2020,March,Wholesale,USD,George Lewis,West,Palm Bay,Florida,Ornaments,Decoratives,4,474.77,339.12
SO386,3/15/2020,March,In-Store,USD,Stephen Payne,South,San Angelo,Texas,Candles,Lighting,8,197.71,141.22
SO387,1/12/2020,January,Distributor,USD,Douglas Tucker,Midwest,Jersey City,New Jersey,Dinnerware,Kitchenery,10,638.20,455.86
SO388,5/22/2020,May,Wholesale,USD,Chris Armstrong,Northeast,Topeka,Kansas,Cocktail Glasses,Drinkware,1,207.01,147.87
SO389,2/1/2020,February,In-Store,USD,Patrick Graham,South,Coral Springs,Florida,Bakeware,Kitchenery,7,176.12,125.80
SO390,4/30/2020,April,Wholesale,USD,Frank Brown,Northeast,Islip,New York,Basketball,Sports,9,202.83,144.88
SO391,1/7/2020,January,Wholesale,USD,Paul Holmes,Midwest,Naperville,Illinois,Sculptures,Decoratives,3,414.53,296.09
SO392,4/15/2020,April,Online,USD,Joshua Ryan,Midwest,McAllen,Texas,Festive,Decoratives,9,626.18,447.27
SO393,2/3/2020,February,Online,USD,Adam Hernandez,Northeast,Miami,Florida,Candles,Lighting,1,300.41,214.58
