Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost,Sales Price,Cost Price,Profit
SO167,4/4/2020,April,Distributor,USD,Joshua Ryan,Midwest,Round Rock,Texas,Wall Frames,Decoratives,3,208.68,149.06,626.04,447.18,178.85999999999996
SO168,4/23/2020,April,Wholesale,USD,Roy Rice,Midwest,Norman,Oklahoma,Collectibles,Collections,8,512.78,366.27,4102.24,2930.16,1172.08
SO169,4/13/2020,April,Wholesale,USD,Stephen Payne,South,Knoxville,Tennessee,Photo Frames,Decoratives,2,328.47,234.62,656.94,469.24,187.70000000000005
SO170,5/10/2020,May,Online,USD,Joshua Little,South,Columbus,Ohio,Bedroom Furniture,Furniture,1,169.13,120.81,169.13,120.81,48.31999999999999
SO171,3/30/2020,March,Distributor,USD,Joe Price,Northeast,Grand Prairie,Texas,Floral,Decoratives,2,372.87,266.34,745.74,532.68,213.06000000000006
SO172,1/11/2020,January,In-Store,USD,Joshua Kenedy,West,San Diego,California,Vanities,Collections,4,302.63,216.16,1210.52,864.64,345.88
SO173,2/17/2020,February,Distributor,USD,Chris Armstrong,Northeast,Seattle,Washington,Wardrobes,Furniture,5,236.89,169.2,1184.4499999999998,846.0,338.4499999999998
SO174,3/9/2020,March,Online,USD,Joshua Ryan,Midwest,Hollywood,Florida,Table Linens,Decoratives,9,230.19,164.42,2071.71,1479.78,591.9300000000001
SO175,4/4/2020,April,Wholesale,USD,Adam Hernandez,Northeast,New Haven (Town),Connecticut,Wall Coverings,Decoratives,2,455.0,325.0,910.0,650.0,260.0
SO176,4/29/2020,April,In-Store,USD,Paul Holmes,Midwest,Sioux Falls,South Dakota,Dining Furniture,Furniture,4,387.58,276.84,1550.32,1107.36,442.96000000000004
SO177,5/25/2020,May,Wholesale,USD,Jerry Green,West,Huntington,New York,Dining Furniture,Furniture,2,616.25,440.18,1232.5,880.36,352.14
SO178,2/25/2020,February,Distributor,USD,Jerry Green,West,Louisville,Kentucky,Candles,Lighting,9,320.75,229.11,2886.75,2061.9900000000002,824.7599999999998
SO179,3/24/2020,March,Online,USD,Jerry Green,West,Wilmington,North Carolina,Rugs,Decoratives,4,630.64,450.45,2522.56,1801.8,720.76
SO180,2/4/2020,February,In-Store,USD,Paul Holmes,Midwest,Chula Vista,California,Collectibles,Collections,10,648.02,462.87,6480.2,4628.7,1851.5
SO181,1/30/2020,January,Online,USD,Paul Holmes,Midwest,St. Petersburg,Florida,Candleholders,Decoratives,3,604.15,431.53,1812.4499999999998,1294.59,517.8599999999999
SO182,2/2/2020,February,In-Store,USD,Frank Brown,Northeast,Hempstead (Town),New York,Platters,Kitchenery,2,178.6,127.57,357.2,255.14,102.06
SO183,4/1/2020,April,Wholesale,USD,Shawn Cook,Midwest,Bakersfield,California,Baseball,Sports,9,214.71,153.36,1932.39,1380.2400000000002,552.1499999999999
SO184,3/18/2020,March,In-Store,USD,Jerry Green,West,Port St. Lucie,Florida,Bean Bags,Furniture,2,540.19,385.85,1080.38,771.7,308.68000000000006
SO185,2/7/2020,February,In-Store,USD,Stephen Payne,South,Riverside,California,Outdoor Decor,Decoratives,2,610.73,436.24,1221.46,872.48,348.98
SO186,4/2/2020,April,Online,USD,Adam Hernandez,Northeast,Boise City,Idaho,Wall Frames,Decoratives,2,232.85,166.32,465.7,332.64,133.06
SO187,1/2/2020,January,Distributor,USD,Joshua Bennett,Northeast,El Paso,Texas,Phones,Electronics,1,456.21,325.86,456.21,325.86,130.34999999999997
SO188,4/29/2020,April,Wholesale,USD,Frank Brown,Northeast,Naperville,Illinois,Outdoor Furniture,Furniture,3,231.19,165.13,693.5699999999999,495.39,198.17999999999995
SO189,2/3/2020,February,Distributor,USD,Shawn Cook,Midwest,North,Indiana,Pillows,Beddings,5,416.48,297.48,2082.4,1487.4,595.0
SO190,3/26/2020,March,Online,USD,Patrick Graham,South,Amarillo,Texas,TV and video,Electronics,3,296.63,211.88,889.89,635.64,254.25
SO191,4/30/2020,April,Wholesale,USD,George Lewis,West,Wayne,Indiana,Wall Coverings,Decoratives,8,444.05,317.18,3552.4,2537.44,1014.96
SO192,4/26/2020,April,Wholesale,USD,Shawn Cook,Midwest,Garland,Texas,Bathroom Furniture,Furniture,6,356.35,254.54,2138.1000000000004,1527.24,610.8600000000004
SO193,3/22/2020,March,Distributor,USD,Patrick Graham,South,Washington,District of Columbia,Photo Frames,Decoratives,6,401.2,286.57,2407.2,1719.42,687.7799999999997
SO194,1/18/2020,January,Distributor,USD,Chris Armstrong,Northeast,Lawrence (Township),Indiana,Serveware,Kitchenery,6,389.06,277.9,2334.36,1667.3999999999999,666.9600000000003
SO195,5/14/2020,May,Wholesale,USD,Joshua Bennett,Northeast,Lansing,Michigan,Bedroom Furniture,Furniture,3,152.2,108.71,456.59999999999997,326.13,130.46999999999997
SO196,3/14/2020,March,Online,USD,Anthony Berry,West,Smithtown,New York,Festive,Decoratives,2,398.81,284.86,797.62,569.72,227.89999999999998
SO197,4/7/2020,April,Online,USD,Jerry Green,West,Tulsa,Oklahoma,Phones,Electronics,5,393.33,280.95,1966.6499999999999,1404.75,561.8999999999999
SO198,2/7/2020,February,Online,USD,Jonathan Hawkins,West,El Monte,California,Vases,Decoratives,4,179.43,128.16,717.72,512.64,205.08000000000004
SO199,3/5/2020,March,Distributor,USD,Paul Holmes,Midwest,Escondido,California,Stemware,Drinkware,5,604.1,431.5,3020.5,2157.5,863.0
SO200,2/20/2020,February,In-Store,USD,Shawn Wallace,South,Dayton,Ohio,Computers,Electronics,3,200.32,143.09,600.96,429.27,171.69000000000005
SO201,5/25/2020,May,Online,USD,Chris Armstrong,Northeast,Tampa,Florida,Serveware,Kitchenery,7,648.4,463.14,4538.8,3241.98,1296.8200000000002
SO202,5/30/2020,May,Distributor,USD,Joshua Kenedy,West,Worcester,Massachusetts,Bakeware,Kitchenery,7,560.66,400.47,3924.62,2803.29,1121.33
SO203,2/24/2020,February,Wholesale,USD,Shawn Cook,Midwest,Hayward,California,Wall Coverings,Decoratives,5,154.29,110.21,771.4499999999999,551.05,220.39999999999998
SO204,2/13/2020,February,Distributor,USD,Shawn Cook,Midwest,Perry,Indiana,Table Lamps,Lighting,10,595.34,425.24,5953.400000000001,4252.4,1701.000000000001
SO205,1/14/2020,January,Online,USD,George Lewis,West,Alexandria,Virginia,Sculptures,Decoratives,3,447.85,319.9,1343.5500000000002,959.6999999999999,383.85000000000025
SO206,5/8/2020,May,Distributor,USD,Samuel Fowler,Midwest,Jersey City,New Jersey,Bedroom Furniture,Furniture,3,338.03,241.45,1014.0899999999999,724.3499999999999,289.74
SO207,2/7/2020,February,In-Store,USD,Shawn Wallace,South,St. Louis,Missouri,Bakeware,Kitchenery,8,414.29,295.92,3314.32,2367.36,946.96
SO208,3/10/2020,March,Distributor,USD,Jonathan Hawkins,West,Pasadena,Texas,Phones,Electronics,10,162.36,115.97,1623.6000000000001,1159.7,463.9000000000001
SO209,2/12/2020,February,Online,USD,Keith Griffin,Northeast,Highlands Ranch,Colorado,Bakeware,Kitchenery,6,330.02,235.73,1980.12,1414.3799999999999,565.74
SO210,3/4/2020,March,Distributor,USD,Joshua Little,South,Aurora (Township),Illinois,Dining Furniture,Furniture,7,558.07,398.62,3906.4900000000002,2790.34,1116.15
SO211,2/26/2020,February,Wholesale,USD,Jonathan Hawkins,West,South Bend,Indiana,Accessories,Accessories,10,279.74,199.82,2797.4,1998.1999999999998,799.2000000000003
SO212,5/7/2020,May,Online,USD,Keith Griffin,Northeast,Tempe,Arizona,Rugs,Decoratives,5,617.48,441.06,3087.4,2205.3,882.0999999999999
SO213,1/16/2020,January,Online,USD,Roy Rice,Midwest,Newark,New Jersey,Dining Furniture,Furniture,6,438.42,313.16,2630.52,1878.96,751.56
SO214,2/12/2020,February,Online,USD,Carl Nguyen,Midwest,Garden Grove,California,Wall Frames,Decoratives,10,445.84,318.46,4458.4,3184.6,1273.7999999999997
SO215,1/6/2020,January,In-Store,USD,Anthony Berry,West,Milwaukee,Wisconsin,Vanities,Collections,10,603.83,431.31,6038.3,4313.1,1725.1999999999998
SO216,2/20/2020,February,Distributor,USD,Jonathan Hawkins,West,Jurupa Valley,California,Cocktail Glasses,Drinkware,1,309.25,220.89,309.25,220.89,88.36000000000001
SO217,3/5/2020,March,In-Store,USD,Joshua Bennett,Northeast,Phoenix,Arizona,Dining Furniture,Furniture,3,498.22,355.87,1494.66,1067.6100000000001,427.04999999999995
SO218,1/24/2020,January,Distributor,USD,Stephen Payne,South,Bloomingdale (Township),Illinois,Vases,Decoratives,8,481.33,343.81,3850.64,2750.48,1100.1599999999999
SO219,1/23/2020,January,Online,USD,Douglas Tucker,Midwest,Los Angeles,California,Wall Coverings,Decoratives,1,478.9,342.07,478.9,342.07,136.82999999999998
SO220,1/2/2020,January,Wholesale,USD,Frank Brown,Northeast,Columbia,South Carolina,Candles,Lighting,9,363.72,259.8,3273.4800000000005,2338.2000000000003,935.2800000000002
SO221,3/31/2020,March,Online,USD,Todd Roberts,West,Renton,Washington,Table Lamps,Lighting,6,419.08,299.34,2514.48,1796.04,718.44
SO222,2/12/2020,February,In-Store,USD,Jonathan Hawkins,West,Oklahoma City,Oklahoma,Clocks,Accessories,6,591.18,422.27,3547.08,2533.62,1013.46
SO223,1/11/2020,January,Distributor,USD,Shawn Wallace,South,Lincoln,Nebraska,Cocktail Glasses,Drinkware,4,156.32,111.65,625.28,446.6,178.67999999999995
SO224,4/3/2020,April,Distributor,USD,Jerry Green,West,Enterprise,Nevada,Home Fragrances,Decoratives,4,433.8,309.86,1735.2,1239.44,495.76
SO225,5/21/2020,May,Distributor,USD,Nicholas Cunningham,South,Lehigh Acres,Florida,Dining Furniture,Furniture,9,522.1,372.93,4698.900000000001,3356.37,1342.5300000000007
SO226,1/9/2020,January,Wholesale,USD,Joshua Bennett,Northeast,Antioch,California,Stemware,Drinkware,9,469.64,335.45,4226.76,3019.0499999999997,1207.7100000000005
SO227,4/10/2020,April,In-Store,USD,Joshua Kenedy,West,Corona,California,Mirrors,Accessories,1,584.67,417.62,584.67,417.62,167.04999999999995
SO228,2/24/2020,February,Wholesale,USD,Joshua Little,South,Chandler,Arizona,Baseball,Sports,10,585.81,418.43,5858.099999999999,4184.3,1673.7999999999993
SO229,2/28/2020,February,In-Store,USD,George Lewis,West,Knoxville,Tennessee,Festive,Decoratives,5,389.11,277.94,1945.5500000000002,1389.7,555.8500000000001
SO230,5/19/2020,May,Wholesale,USD,Donald Reynolds,South,Tallahassee,Florida,Bar Tools,Drinkware,4,525.75,375.54,2103.0,1502.16,600.8399999999999
SO231,4/8/2020,April,In-Store,USD,Shawn Cook,Midwest,Tacoma,Washington,Table Lamps,Lighting,7,568.13,405.8,3976.91,2840.6,1136.31
SO232,5/17/2020,May,In-Store,USD,Donald Reynolds,South,Charleston,South Carolina,Home Fragrances,Decoratives,9,305.32,218.09,2747.88,1962.81,785.0700000000002
SO233,3/18/2020,March,Wholesale,USD,Samuel Fowler,Midwest,Little Rock,Arkansas,Pendants,Collections,10,342.21,244.43,3422.1,2444.3,977.7999999999997
SO234,3/20/2020,March,Online,USD,Shawn Cook,Midwest,Miramar,Florida,Phones,Electronics,8,450.83,322.02,3606.64,2576.16,1030.48
SO235,1/25/2020,January,Online,USD,Jonathan Hawkins,West,Reno,Nevada,Rugs,Decoratives,5,563.06,402.19,2815.2999999999997,2010.95,804.3499999999997
SO236,4/8/2020,April,In-Store,USD,Patrick Graham,South,Anaheim,California,Sculptures,Decoratives,8,634.24,453.03,5073.92,3624.24,1449.6800000000003
SO237,4/11/2020,April,In-Store,USD,Stephen Payne,South,Kansas City,Kansas,Candleholders,Decoratives,5,543.48,388.2,2717.4,1941.0,776.4000000000001
SO238,1/14/2020,January,In-Store,USD,Joshua Little,South,Des Moines,Iowa,Basketball,Sports,6,416.14,297.24,2496.84,1783.44,713.4000000000001
SO239,3/30/2020,March,In-Store,USD,Stephen Payne,South,Hampton,Virginia,Bathroom Furniture,Furniture,8,587.99,419.99,4703.92,3359.92,1344.0
SO240,2/7/2020,February,Distributor,USD,Roy Rice,Midwest,San Diego,California,Candleholders,Decoratives,9,421.14,300.81,3790.2599999999998,2707.29,1082.9699999999998
SO241,3/14/2020,March,Distributor,USD,Joshua Ryan,Midwest,Perry,Indiana,Vanities,Collections,5,220.05,157.18,1100.25,785.9000000000001,314.3499999999999
SO242,1/10/2020,January,Distributor,USD,Jerry Green,West,Lyons (Township),Illinois,Bean Bags,Furniture,2,391.88,279.91,783.76,559.82,223.93999999999994
SO243,4/8/2020,April,In-Store,USD,Joshua Kenedy,West,Oakland,California,TV and video,Electronics,6,262.65,187.6,1575.8999999999999,1125.6,450.29999999999995
SO244,2/24/2020,February,Online,USD,Paul Holmes,Midwest,Tacoma,Washington,Wardrobes,Furniture,10,211.8,151.29,2118.0,1512.8999999999999,605.1000000000001
SO245,3/22/2020,March,Distributor,USD,Joshua Kenedy,West,Washington,District of Columbia,Bathroom Furniture,Furniture,1,521.35,372.39,521.35,372.39,148.96000000000004
SO246,1/2/2020,January,Wholesale,USD,Shawn Cook,Midwest,New York City,New York,Clocks,Accessories,6,593.34,423.81,3560.04,2542.86,1017.1799999999998
SO247,4/18/2020,April,Online,USD,Jonathan Hawkins,West,Perry,Indiana,Outdoor Furniture,Furniture,9,475.45,339.61,4279.05,3056.4900000000002,1222.56
SO248,4/10/2020,April,Wholesale,USD,Shawn Wallace,South,Naperville (Township),Illinois,Candles,Lighting,5,253.1,180.79,1265.5,903.9499999999999,361.55000000000007
SO249,2/20/2020,February,Distributor,USD,Carl Nguyen,Midwest,Elgin (Township),Illinois,Clocks,Accessories,9,487.6,348.29,4388.400000000001,3134.61,1253.7900000000004
SO250,4/23/2020,April,In-Store,USD,Chris Armstrong,Northeast,Phoenix,Arizona,Blankets,Beddings,5,549.4,392.43,2747.0,1962.15,784.8499999999999
SO251,3/2/2020,March,Distributor,USD,Shawn Cook,Midwest,Chattanooga,Tennessee,Platters,Kitchenery,8,166.07,118.62,1328.56,948.96,379.5999999999999
SO252,1/23/2020,January,Distributor,USD,Anthony Berry,West,Oceanside,California,Platters,Kitchenery,6,626.04,447.17,3756.24,2683.02,1073.2199999999998
SO253,3/13/2020,March,In-Store,USD,Jerry Green,West,Dayton,Ohio,Bar Tools,Drinkware,10,157.61,112.58,1576.1000000000001,1125.8,450.3000000000002
SO254,4/22/2020,April,Online,USD,Joe Price,Northeast,Chandler,Arizona,Candles,Lighting,8,300.21,214.44,2401.68,1715.52,686.1599999999999
SO255,2/28/2020,February,Online,USD,Shawn Cook,Midwest,Lancaster,California,Blankets,Beddings,7,247.39,176.71,1731.73,1236.97,494.76
SO256,4/2/2020,April,Online,USD,Roger Alexander,Midwest,North Las Vegas,Nevada,Wall Frames,Decoratives,6,502.08,358.63,3012.48,2151.7799999999997,860.7000000000003
SO257,1/26/2020,January,Wholesale,USD,Nicholas Cunningham,South,Gilbert,Arizona,Wall Frames,Decoratives,6,294.77,210.55,1768.62,1263.3000000000002,505.3199999999997
SO258,4/21/2020,April,Wholesale,USD,Joe Price,Northeast,Laredo,Texas,Vases,Decoratives,10,217.15,155.11,2171.5,1551.1000000000001,620.3999999999999
SO259,3/12/2020,March,Distributor,USD,Donald Reynolds,South,Killeen,Texas,Rugs,Decoratives,5,638.58,456.13,3192.9,2280.65,912.25
SO260,3/2/2020,March,Online,USD,Carl Nguyen,Midwest,Wayne,Indiana,Bedroom Furniture,Furniture,1,530.74,379.1,530.74,379.1,151.64
SO261,5/11/2020,May,Distributor,USD,Chris Armstrong,Northeast,Aurora (Township),Illinois,Candleholders,Decoratives,8,234.33,167.38,1874.64,1339.04,535.6000000000001
SO262,4/9/2020,April,Online,USD,Roy Rice,Midwest,Thornton,Colorado,Serveware,Kitchenery,6,447.03,319.3,2682.18,1915.8000000000002,766.3799999999997
SO263,5/24/2020,May,Online,USD,Joshua Bennett,Northeast,Westminster,Colorado,Stemware,Drinkware,6,429.52,306.8,2577.12,1840.8000000000002,736.3199999999997
SO264,3/16/2020,March,Online,USD,Joe Price,Northeast,Waco,Texas,Basketball,Sports,7,342.44,244.6,2397.08,1712.2,684.8799999999999
SO265,2/8/2020,February,Wholesale,USD,Adam Hernandez,Northeast,Omaha,Nebraska,Wreaths,Decoratives,2,364.92,260.65,729.84,521.3,208.54000000000008
SO266,4/23/2020,April,In-Store,USD,Shawn Cook,Midwest,Tampa,Florida,Home Fragrances,Decoratives,8,481.53,343.95,3852.24,2751.6,1100.6399999999999
SO267,1/24/2020,January,Distributor,USD,Joshua Ryan,Midwest,Norman,Oklahoma,Blankets,Beddings,3,174.47,124.62,523.41,373.86,149.54999999999995
SO268,4/15/2020,April,Online,USD,Joshua Ryan,Midwest,Coral Springs,Florida,Candleholders,Decoratives,4,184.5,131.79,738.0,527.16,210.84000000000003
SO269,3/10/2020,March,In-Store,USD,Stephen Payne,South,Long Beach,California,Bakeware,Kitchenery,5,226.29,161.64,1131.45,808.1999999999999,323.2500000000001
SO270,5/25/2020,May,In-Store,USD,Roy Rice,Midwest,Lakeland,Florida,Wall Frames,Decoratives,7,354.94,253.53,2484.58,1774.71,709.8699999999999
SO271,2/14/2020,February,In-Store,USD,Joshua Bennett,Northeast,Kent,Washington,Clocks,Accessories,8,302.88,216.34,2423.04,1730.72,692.3199999999999
SO272,1/30/2020,January,Online,USD,Jerry Green,West,Henderson,Nevada,Accessories,Accessories,1,177.57,126.84,177.57,126.84,50.72999999999999
SO273,3/13/2020,March,Wholesale,USD,Samuel Fowler,Midwest,Pembroke Pines,Florida,TV and video,Electronics,8,239.37,170.98,1914.96,1367.84,547.1200000000001
SO274,3/31/2020,March,Distributor,USD,Carl Nguyen,Midwest,Richardson,Texas,Clocks,Accessories,8,464.07,331.48,3712.56,2651.84,1060.7199999999998
SO275,3/20/2020,March,Online,USD,Jonathan Hawkins,West,North Las Vegas,Nevada,Dinnerware,Kitchenery,4,156.63,111.88,626.52,447.52,179.0
SO276,2/17/2020,February,Wholesale,USD,Carl Nguyen,Midwest,Joliet,Illinois,Mirrors,Accessories,1,198.14,141.53,198.14,141.53,56.609999999999985
SO277,5/18/2020,May,In-Store,USD,Carl Nguyen,Midwest,Reno,Nevada,Pendants,Collections,1,555.48,396.77,555.48,396.77,158.71000000000004
SO278,1/30/2020,January,Online,USD,Joshua Kenedy,West,Pompano Beach,Florida,Bakeware,Kitchenery,8,511.49,365.35,4091.92,2922.8,1169.12
SO279,2/15/2020,February,Online,USD,Joshua Bennett,Northeast,West Covina,California,Phones,Electronics,4,158.33,113.09,633.32,452.36,180.96000000000004
SO280,3/20/2020,March,Online,USD,Keith Griffin,Northeast,Atlanta,Georgia,Table Lamps,Lighting,7,387.4,276.71,2711.7999999999997,1936.9699999999998,774.8299999999999
SO281,5/14/2020,May,Distributor,USD,Shawn Wallace,South,Hartford (Town),Connecticut,Computers,Electronics,7,531.9,379.93,3723.2999999999997,2659.51,1063.7899999999995
SO282,4/11/2020,April,In-Store,USD,Joshua Bennett,Northeast,Topeka,Kansas,Floral,Decoratives,7,577.96,412.83,4045.7200000000003,2889.81,1155.9100000000003
SO283,5/20/2020,May,Distributor,USD,Roger Alexander,Midwest,El Monte,California,Cocktail Glasses,Drinkware,5,598.03,427.16,2990.1499999999996,2135.8,854.3499999999995
SO284,4/21/2020,April,Wholesale,USD,Keith Griffin,Northeast,Green Bay,Wisconsin,Candles,Lighting,8,282.28,201.63,2258.24,1613.04,645.1999999999998
SO285,2/11/2020,February,Distributor,USD,Roger Alexander,Midwest,Bridgeport,Connecticut,Vanities,Collections,8,336.59,240.42,2692.72,1923.36,769.3599999999999
SO286,4/19/2020,April,Wholesale,USD,Jerry Green,West,Lakeland,Florida,Bedroom Furniture,Furniture,5,316.13,225.8,1580.65,1129.0,451.6500000000001
SO287,2/29/2020,February,Distributor,USD,Shawn Wallace,South,Columbia,Missouri,Vanities,Collections,2,545.06,389.33,1090.12,778.66,311.4599999999999
SO288,4/26/2020,April,Online,USD,Joshua Kenedy,West,The Woodlands,Texas,Floor Lamps,Lighting,10,576.83,412.02,5768.3,4120.2,1648.1000000000004
SO289,1/23/2020,January,Distributor,USD,Douglas Tucker,Midwest,Colorado Springs,Colorado,Table Linens,Decoratives,7,173.24,123.74,1212.68,866.18,346.5000000000001
SO290,3/7/2020,March,In-Store,USD,Shawn Cook,Midwest,Clearwater,Florida,Vanities,Collections,3,273.51,195.36,820.53,586.08,234.44999999999993
SO291,3/10/2020,March,Wholesale,USD,Keith Griffin,Northeast,San Mateo,California,Candles,Lighting,8,392.2,280.15,3137.6,2241.2,896.4000000000001
SO292,1/23/2020,January,Distributor,USD,Stephen Payne,South,Allentown,Pennsylvania,Table Lamps,Lighting,10,499.78,356.98,4997.799999999999,3569.8,1427.999999999999
SO293,3/13/2020,March,Online,USD,Donald Reynolds,South,Alexandria,Virginia,Dining Furniture,Furniture,9,633.51,452.5,5701.59,4072.5,1629.0900000000001
SO294,2/4/2020,February,In-Store,USD,Patrick Graham,South,Ann Arbor,Michigan,Floral,Decoratives,8,334.67,239.05,2677.36,1912.4,764.96
SO295,5/29/2020,May,In-Store,USD,Keith Griffin,Northeast,Springfield,Missouri,Wardrobes,Furniture,8,517.08,369.35,4136.64,2954.8,1181.8400000000001
SO296,1/21/2020,January,Online,USD,Shawn Cook,Midwest,Riverside,California,Wine Storage,Drinkware,7,327.32,233.8,2291.24,1636.6000000000001,654.6399999999996
SO297,1/14/2020,January,Wholesale,USD,Joshua Kenedy,West,Santa Ana,California,Floor Lamps,Lighting,1,168.56,120.4,168.56,120.4,48.16
SO298,5/22/2020,May,In-Store,USD,Donald Reynolds,South,The Woodlands,Texas,Pendants,Collections,8,292.68,209.05,2341.44,1672.4,669.04
SO299,3/15/2020,March,Distributor,USD,George Lewis,West,Warren,Indiana,Bean Bags,Furniture,1,569.78,406.99,569.78,406.99,162.78999999999996
SO300,5/24/2020,May,Wholesale,USD,Donald Reynolds,South,El Paso,Texas,Candleholders,Decoratives,4,514.27,367.34,2057.08,1469.36,587.72
SO301,5/9/2020,May,Wholesale,USD,Shawn Wallace,South,Orange,California,Blankets,Beddings,8,200.82,143.45,1606.56,1147.6,458.96000000000004
SO302,2/6/2020,February,Online,USD,Chris Armstrong,Northeast,Vista,California,Bean Bags,Furniture,4,545.83,389.88,2183.32,1559.52,623.8000000000002
